 ,x,1 (img_000000000_Default_000.tif),2 (img_000000001_Default_000.tif),3 (img_000000002_Default_000.tif),4 (img_000000003_Default_000.tif),5 (img_000000004_Default_000.tif),6 (img_000000005_Default_000.tif),7 (img_000000006_Default_000.tif),8 (img_000000007_Default_000.tif),9 (img_000000008_Default_000.tif),10 (img_000000009_Default_000.tif),11 (img_000000010_Default_000.tif),12 (img_000000011_Default_000.tif),13 (img_000000012_Default_000.tif),14 (img_000000013_Default_000.tif),15 (img_000000014_Default_000.tif),16 (img_000000015_Default_000.tif),17 (img_000000016_Default_000.tif),18 (img_000000017_Default_000.tif),19 (img_000000018_Default_000.tif),20 (img_000000019_Default_000.tif),21 (img_000000020_Default_000.tif),22 (img_000000021_Default_000.tif),23 (img_000000022_Default_000.tif),24 (img_000000023_Default_000.tif),25 (img_000000024_Default_000.tif),26 (img_000000025_Default_000.tif),27 (img_000000026_Default_000.tif),28 (img_000000027_Default_000.tif),29 (img_000000028_Default_000.tif),30 (img_000000029_Default_000.tif),31 (img_000000030_Default_000.tif),32 (img_000000031_Default_000.tif),33 (img_000000032_Default_000.tif),34 (img_000000033_Default_000.tif),35 (img_000000034_Default_000.tif),36 (img_000000035_Default_000.tif),37 (img_000000036_Default_000.tif),38 (img_000000037_Default_000.tif),39 (img_000000038_Default_000.tif),40 (img_000000039_Default_000.tif),41 (img_000000040_Default_000.tif),42 (img_000000041_Default_000.tif),43 (img_000000042_Default_000.tif),44 (img_000000043_Default_000.tif),45 (img_000000044_Default_000.tif),46 (img_000000045_Default_000.tif),47 (img_000000046_Default_000.tif),48 (img_000000047_Default_000.tif),49 (img_000000048_Default_000.tif),50 (img_000000049_Default_000.tif),51 (img_000000050_Default_000.tif),52 (img_000000051_Default_000.tif),53 (img_000000052_Default_000.tif),54 (img_000000053_Default_000.tif),55 (img_000000054_Default_000.tif),56 (img_000000055_Default_000.tif),57 (img_000000056_Default_000.tif),58 (img_000000057_Default_000.tif),59 (img_000000058_Default_000.tif),60 (img_000000059_Default_000.tif),61 (img_000000060_Default_000.tif),62 (img_000000061_Default_000.tif),63 (img_000000062_Default_000.tif),64 (img_000000063_Default_000.tif),65 (img_000000064_Default_000.tif),66 (img_000000065_Default_000.tif),67 (img_000000066_Default_000.tif),68 (img_000000067_Default_000.tif),69 (img_000000068_Default_000.tif),70 (img_000000069_Default_000.tif),71 (img_000000070_Default_000.tif),72 (img_000000071_Default_000.tif),73 (img_000000072_Default_000.tif),74 (img_000000073_Default_000.tif),75 (img_000000074_Default_000.tif),76 (img_000000075_Default_000.tif),77 (img_000000076_Default_000.tif),78 (img_000000077_Default_000.tif),79 (img_000000078_Default_000.tif),80 (img_000000079_Default_000.tif),81 (img_000000080_Default_000.tif),82 (img_000000081_Default_000.tif),83 (img_000000082_Default_000.tif),84 (img_000000083_Default_000.tif),85 (img_000000084_Default_000.tif),86 (img_000000085_Default_000.tif),87 (img_000000086_Default_000.tif),88 (img_000000087_Default_000.tif),89 (img_000000088_Default_000.tif),90 (img_000000089_Default_000.tif),91 (img_000000090_Default_000.tif),92 (img_000000091_Default_000.tif),93 (img_000000092_Default_000.tif),94 (img_000000093_Default_000.tif),95 (img_000000094_Default_000.tif),96 (img_000000095_Default_000.tif),97 (img_000000096_Default_000.tif),98 (img_000000097_Default_000.tif),99 (img_000000098_Default_000.tif),100 (img_000000099_Default_000.tif),101 (img_000000100_Default_000.tif),102 (img_000000101_Default_000.tif),103 (img_000000102_Default_000.tif),104 (img_000000103_Default_000.tif),105 (img_000000104_Default_000.tif),106 (img_000000105_Default_000.tif),107 (img_000000106_Default_000.tif),108 (img_000000107_Default_000.tif),109 (img_000000108_Default_000.tif),110 (img_000000109_Default_000.tif),111 (img_000000110_Default_000.tif),112 (img_000000111_Default_000.tif),113 (img_000000112_Default_000.tif),114 (img_000000113_Default_000.tif),115 (img_000000114_Default_000.tif),116 (img_000000115_Default_000.tif),117 (img_000000116_Default_000.tif),118 (img_000000117_Default_000.tif),119 (img_000000118_Default_000.tif),120 (img_000000119_Default_000.tif),121 (img_000000120_Default_000.tif),122 (img_000000121_Default_000.tif),123 (img_000000122_Default_000.tif),124 (img_000000123_Default_000.tif),125 (img_000000124_Default_000.tif),126 (img_000000125_Default_000.tif),127 (img_000000126_Default_000.tif),128 (img_000000127_Default_000.tif),129 (img_000000128_Default_000.tif),130 (img_000000129_Default_000.tif),131 (img_000000130_Default_000.tif),132 (img_000000131_Default_000.tif),133 (img_000000132_Default_000.tif),134 (img_000000133_Default_000.tif),135 (img_000000134_Default_000.tif),136 (img_000000135_Default_000.tif),137 (img_000000136_Default_000.tif),138 (img_000000137_Default_000.tif),139 (img_000000138_Default_000.tif),140 (img_000000139_Default_000.tif),141 (img_000000140_Default_000.tif),142 (img_000000141_Default_000.tif),143 (img_000000142_Default_000.tif),144 (img_000000143_Default_000.tif),145 (img_000000144_Default_000.tif),146 (img_000000145_Default_000.tif),147 (img_000000146_Default_000.tif),148 (img_000000147_Default_000.tif),149 (img_000000148_Default_000.tif),150 (img_000000149_Default_000.tif),151 (img_000000150_Default_000.tif)
137,136,18694.420,17979.321,18355.267,17839.718,17719.606,17767.397,17220.096,18071.649,17620.106,18153.689,17179.125,17114.125,16855.836,17436.691,18274.165,17926.206,18374.673,18418.618,18691.547,17919.309,17675.438,18553.008,18823.584,18199.718,17602.898,18064.794,17450.261,17489.299,16698.602,17370.216,17602.249,17745.491,18331.836,18380.150,17924.157,17790.398,19079.792,19992.539,18705.053,18322.997,17861.643,18195.681,18618.601,18633.656,18302.966,19147.949,19205.171,18936.954,18237.466,18302.297,17788.632,18586.945,18807.461,18720.151,19785.493,18287.422,19140.015,18920.991,19666.803,19376.126,19550.367,19660.214,18366.205,18240.485,18820.474,19149.945,17972.996,17759.819,18147.583,17678.569,17626.618,17365.528,18137.972,19559.731,19646.163,19723.783,20491.707,20457.571,18562.346,18505.375,18159.877,19389.265,18978.201,19136.727,19200.302,18478.796,19151.894,18047.504,17559.414,18415.496,18305.975,18352.669,18779.948,18639.693,18757.513,18943.031,19174.813,18151.911,18765.289,19283.895,18989.414,18548.098,19572.919,19136.129,18508.568,18952.519,20012.302,19461.642,19608.674,19845.737,18869.302,20073.781,19729.366,19226.899,19287.074,18770.846,19476.681,18738.692,19790.109,19961.113,19173.000,18042.836,19449.842,19570.269,18902.785,19344.937,19529.094,20252.287,19992.066,20049.332,19478.288,19020.938,19253.760,18893.109,19644.491,19785.944,20067.280,19196.741,19156.390,19790.101,19013.900,18787.239,19929.994,19384.052,19843.793,18916.770,20986.883,20539.493,22211.767,20375.934,21131.179
138,137,18531.484,17875.920,18240.723,17741.299,17535.659,17690.402,17115.275,17873.123,17486.156,17984.289,17079.500,16932.656,16719.196,17320.865,18114.292,17726.288,18189.258,18289.890,18554.816,17771.123,17513.206,18311.133,18700.010,18020.080,17441.505,17913.517,17337.238,17185.947,16580.157,17188.558,17484.906,17635.267,18238.024,18303.309,17851.465,17728.366,18931.617,19943.219,18668.689,18227.875,17836.741,18155.498,18591.457,18604.291,18237.710,19063.133,19153.363,18857.506,18166.320,18243.485,17762.739,18501.070,18751.423,18633.109,19717.492,18266.733,19070.617,18871.180,19598.093,19327.971,19533.535,19582.360,18323.110,18186.811,18776.036,19161.575,17959.457,17711.865,18140.480,17654.799,17613.308,17333.472,18067.637,19513.413,19602.902,19651.046,20469.057,20412.865,18505.802,18473.646,18112.822,19383.426,18946.840,19102.078,19156.345,18392.010,19118.279,18004.949,17527.874,18370.129,18233.369,18311.895,18730.363,18590.016,18689.981,18881.021,19118.289,18102.581,18708.110,19253.081,18978.808,18512.541,19546.834,19071.024,18500.914,18922.457,19968.191,19423.640,19599.746,19801.839,18835.207,19972.402,19706.407,19193.590,19254.887,18750.407,19413.497,18705.173,19728.213,19930.473,19158.044,17994.805,19404.120,19535.031,18839.792,19300.853,19524.285,20216.880,19956.403,19985.009,19431.819,18955.339,19209.438,18863.858,19605.168,19739.924,20036.957,19159.567,19108.186,19786.865,18976.979,18744.784,19888.938,19359.917,19829.337,18844.800,20935.216,20504.939,22215.511,20322.300,21071.238
139,138,18390.187,17843.533,18180.035,17708.575,17403.996,17627.474,17065.999,17703.354,17439.522,17911.083,17036.634,16823.297,16695.829,17287.996,18001.328,17554.175,18080.664,18223.781,18466.467,17689.546,17326.953,18136.039,18552.811,17941.864,17326.017,17819.429,17244.789,17002.561,16529.929,17097.342,17399.921,17579.371,18159.587,18251.903,17812.515,17711.447,18828.230,19878.701,18638.531,18168.667,17756.983,18122.881,18552.946,18550.672,18222.877,18994.401,19107.196,18808.625,18134.158,18213.750,17711.225,18477.302,18708.466,18601.834,19680.174,18223.189,19018.653,18817.099,19554.342,19295.216,19526.349,19564.893,18270.970,18184.616,18728.023,19144.768,17942.608,17683.097,18121.006,17615.957,17597.534,17308.862,18050.097,19474.735,19528.067,19640.972,20418.368,20371.041,18481.042,18442.388,18083.789,19345.209,18935.796,19017.997,19112.395,18361.427,19089.171,17959.083,17509.153,18307.769,18216.983,18282.836,18717.244,18538.151,18652.573,18850.400,19094.502,18082.561,18662.021,19227.694,18932.222,18434.417,19507.268,19037.034,18440.090,18880.380,19925.514,19417.834,19571.190,19776.529,18788.297,19947.677,19692.639,19182.872,19202.159,18700.683,19343.333,18675.767,19694.503,19893.662,19115.053,17940.849,19393.206,19489.251,18814.299,19246.918,19473.197,20194.543,19895.558,19963.358,19423.608,18959.342,19131.914,18842.557,19612.726,19680.094,20014.351,19116.311,19074.692,19765.951,18945.532,18700.756,19855.343,19296.740,19789.936,18794.532,20916.453,20467.552,22142.087,20295.492,21026.703
140,139,18305.348,17812.950,18134.642,17675.103,17281.410,17568.139,16991.991,17546.960,17343.394,17809.846,16949.789,16724.587,16671.687,17224.476,17901.440,17402.338,17988.347,18197.398,18365.894,17600.921,17222.264,17971.953,18422.781,17874.299,17216.636,17706.290,17180.424,16885.538,16474.664,17013.913,17381.826,17513.995,18052.321,18195.092,17767.005,17658.578,18713.175,19861.459,18607.296,18083.988,17726.621,18043.391,18501.576,18520.061,18150.023,18921.362,19071.026,18731.227,18074.507,18165.479,17702.640,18435.523,18682.038,18536.514,19637.604,18219.679,18994.131,18785.297,19497.041,19261.390,19483.807,19513.565,18253.873,18116.095,18708.359,19111.413,17916.168,17635.520,18084.727,17581.920,17520.623,17290.592,18014.476,19421.957,19503.390,19627.129,20417.082,20334.999,18474.596,18425.363,18058.288,19299.236,18899.619,18986.547,19101.342,18308.616,19059.078,17915.834,17462.944,18269.975,18203.880,18253.485,18679.118,18466.408,18612.759,18769.001,19058.622,18065.835,18637.298,19204.419,18877.648,18397.590,19473.527,19022.406,18404.024,18857.046,19868.962,19380.501,19513.006,19730.929,18749.516,19870.263,19667.216,19158.907,19185.200,18651.482,19324.814,18629.752,19633.279,19857.871,19050.100,17900.987,19368.330,19491.972,18763.770,19240.091,19429.140,20136.592,19879.437,19912.884,19374.007,18935.491,19104.112,18795.928,19573.033,19652.057,20001.722,19086.810,19038.600,19751.577,18928.126,18672.386,19784.814,19250.023,19755.571,18779.993,20870.028,20430.289,22112.889,20233.338,20994.099
141,140,18218.563,17788.850,18084.095,17633.629,17227.912,17504.150,16923.882,17471.868,17300.046,17728.657,16905.586,16603.501,16608.500,17149.783,17844.734,17295.525,17933.455,18142.422,18291.826,17492.094,17143.704,17861.751,18246.310,17839.790,17143.824,17585.358,17083.348,16813.121,16406.193,16979.832,17284.223,17461.275,17966.392,18132.051,17724.945,17602.011,18619.999,19787.783,18557.639,18015.434,17657.507,18020.059,18513.818,18442.711,18103.816,18895.932,19031.127,18676.271,18023.669,18112.207,17612.414,18407.115,18646.149,18511.887,19610.129,18153.320,18943.770,18737.605,19444.416,19215.498,19461.476,19465.551,18187.123,18094.329,18683.217,19094.555,17868.664,17628.123,18074.019,17546.358,17468.927,17251.607,17940.497,19424.246,19488.128,19610.091,20396.278,20293.470,18443.191,18417.066,18041.368,19263.392,18876.496,18950.783,19058.590,18268.608,19024.680,17921.117,17440.647,18228.414,18146.188,18204.392,18637.568,18462.610,18563.733,18755.401,19014.749,17992.562,18592.811,19170.824,18832.722,18359.390,19454.056,18997.049,18380.945,18822.655,19836.438,19337.949,19494.791,19684.087,18713.134,19823.697,19650.875,19126.574,19160.461,18643.490,19305.961,18613.444,19606.487,19837.436,19005.416,17891.376,19344.127,19466.111,18732.035,19183.647,19369.130,20129.103,19844.558,19897.595,19351.471,18906.308,19087.815,18770.006,19550.325,19618.303,19953.732,19064.829,18963.415,19772.411,18894.819,18644.691,19733.855,19229.343,19733.616,18755.862,20823.706,20394.262,22076.991,20181.767,20987.346
142,141,18185.722,17767.228,18037.255,17586.573,17179.224,17433.252,16850.483,17379.110,17255.605,17636.720,16850.913,16534.213,16543.871,17077.529,17752.665,17222.910,17916.035,18053.314,18204.259,17396.116,17034.500,17790.583,18121.661,17759.209,17078.109,17485.314,16997.074,16757.010,16361.881,16934.848,17226.653,17409.654,17925.612,18108.728,17724.632,17544.501,18526.756,19770.562,18533.135,17981.075,17649.774,17980.654,18522.225,18433.955,18077.634,18826.108,18997.765,18604.500,17975.297,18070.433,17579.859,18344.408,18643.395,18459.678,19561.321,18141.852,18915.281,18727.527,19366.554,19181.840,19433.622,19438.223,18169.917,18061.844,18682.865,19068.677,17850.146,17572.601,18034.471,17528.473,17446.340,17241.937,17876.266,19377.052,19472.037,19588.375,20362.517,20252.053,18415.271,18409.641,17999.852,19250.865,18863.119,18886.712,19024.965,18233.957,19021.135,17873.094,17437.828,18228.964,18140.008,18196.676,18582.106,18440.967,18525.353,18698.481,18990.500,17954.229,18566.602,19140.245,18809.052,18309.240,19422.828,18955.907,18354.565,18828.956,19822.165,19306.624,19493.217,19642.039,18698.264,19799.639,19612.305,19075.253,19103.475,18613.975,19275.298,18591.688,19562.785,19808.833,18998.380,17872.861,19330.521,19445.138,18676.983,19173.204,19356.818,20104.074,19816.293,19887.299,19306.028,18837.898,19062.964,18724.607,19545.328,19599.425,19924.004,19039.203,18956.418,19775.319,18861.866,18609.985,19700.453,19164.061,19689.703,18702.299,20783.371,20367.626,22031.413,20148.334,20908.565
143,142,18186.105,17743.132,18019.065,17540.836,17151.877,17367.226,16794.508,17286.307,17229.841,17587.939,16828.185,16529.818,16493.033,17025.039,17665.376,17172.821,17914.320,17992.093,18121.929,17327.547,16946.507,17701.380,18010.368,17610.771,17028.144,17419.822,16946.924,16746.414,16324.607,16879.785,17146.417,17369.144,17878.785,18052.358,17677.276,17524.082,18426.570,19704.199,18481.219,17942.300,17557.517,17977.281,18450.565,18331.495,18038.823,18816.490,18946.011,18547.128,17966.249,18051.012,17510.207,18337.563,18597.301,18439.122,19565.243,18114.361,18878.428,18665.444,19355.941,19150.113,19435.964,19444.561,18161.177,18026.429,18642.178,19060.970,17848.435,17508.269,18074.434,17501.485,17429.021,17200.303,17859.922,19350.500,19473.657,19562.088,20334.016,20222.745,18353.717,18373.743,17965.801,19242.208,18853.903,18846.131,18984.683,18216.871,18980.886,17828.964,17399.859,18207.837,18091.056,18158.537,18546.369,18415.458,18489.461,18668.114,18960.327,17939.009,18539.778,19160.837,18758.606,18309.546,19406.881,18931.059,18314.435,18801.956,19813.282,19292.068,19438.634,19622.524,18660.716,19762.187,19592.580,19058.270,19084.964,18577.761,19223.308,18583.230,19506.020,19784.831,18960.524,17842.417,19269.746,19420.758,18659.477,19153.472,19339.779,20072.113,19811.122,19858.653,19292.662,18851.622,19015.671,18697.620,19511.181,19599.790,19902.298,19008.077,18906.829,19768.066,18815.733,18611.879,19662.705,19140.931,19678.584,18667.948,20739.855,20361.908,21987.257,20099.255,20896.266
144,143,18108.083,17680.598,17988.431,17483.606,17057.406,17247.408,16745.268,17189.520,17188.590,17524.592,16792.556,16486.494,16472.046,16963.811,17589.965,17075.389,17877.158,17888.115,18029.915,17213.397,16850.861,17620.671,17938.110,17514.371,16981.147,17388.395,16868.351,16665.118,16252.080,16777.765,17063.355,17299.794,17780.755,17998.262,17635.703,17479.469,18295.666,19641.151,18381.111,17864.892,17502.712,17892.054,18445.244,18324.995,17965.547,18763.595,18919.495,18489.700,17878.892,17972.282,17459.559,18268.621,18607.301,18412.592,19516.413,18093.891,18870.417,18624.072,19325.731,19144.447,19383.357,19366.829,18182.876,18017.243,18611.272,19044.055,17825.859,17479.144,18067.592,17464.690,17390.850,17177.826,17820.845,19293.096,19446.129,19539.807,20288.440,20225.135,18310.293,18366.781,17964.617,19196.332,18850.093,18777.367,18956.552,18200.014,18947.442,17814.008,17366.993,18165.909,18082.956,18132.785,18551.031,18391.992,18455.278,18626.397,18947.009,17929.967,18558.410,19160.766,18718.506,18283.030,19360.476,18879.791,18297.246,18794.699,19781.659,19296.992,19435.899,19602.876,18630.006,19728.146,19576.596,19057.130,19053.718,18546.252,19196.049,18538.095,19474.462,19766.850,18956.967,17817.188,19238.442,19349.150,18656.117,19135.797,19286.483,20054.853,19783.084,19815.798,19254.843,18826.092,18979.035,18655.249,19493.944,19579.512,19847.984,18984.596,18870.460,19756.406,18769.392,18579.188,19628.322,19088.114,19634.276,18666.344,20685.757,20349.042,21914.722,20080.263,20878.749
145,144,18030.262,17605.025,17937.880,17441.557,17019.724,17178.707,16722.850,17171.021,17119.855,17447.739,16775.408,16422.200,16395.765,16903.153,17476.550,17027.693,17853.637,17799.784,17952.663,17144.904,16785.952,17564.029,17858.183,17419.392,16913.142,17354.257,16798.629,16616.126,16193.287,16713.651,16998.658,17208.820,17732.670,17944.349,17585.192,17431.878,18180.047,19617.326,18355.952,17782.624,17471.593,17871.686,18410.674,18262.385,17903.554,18691.523,18927.585,18426.103,17834.451,17929.693,17430.488,18229.085,18562.032,18393.016,19516.398,18060.706,18800.247,18578.877,19303.882,19086.836,19383.510,19345.858,18120.584,18001.578,18574.581,19009.871,17784.045,17483.108,18039.303,17433.385,17374.531,17136.306,17804.244,19291.190,19440.025,19505.348,20242.513,20168.654,18258.343,18316.723,17940.956,19155.932,18857.242,18746.553,18950.237,18158.061,18947.377,17792.707,17345.081,18138.839,18063.873,18087.363,18513.416,18364.550,18419.245,18587.997,18916.109,17856.674,18504.432,19189.598,18665.439,18249.659,19341.364,18871.030,18230.793,18754.573,19742.389,19276.763,19398.564,19547.039,18653.112,19721.463,19529.261,19022.997,19055.134,18520.177,19208.223,18514.215,19443.138,19734.086,18909.893,17820.660,19226.394,19345.632,18593.669,19086.500,19264.612,20025.830,19735.251,19775.897,19216.248,18808.012,18976.467,18623.973,19451.808,19545.418,19828.089,18958.328,18882.779,19750.114,18744.159,18589.632,19594.257,19098.640,19636.770,18627.574,20636.877,20320.838,21857.150,20063.921,20840.378
146,145,18006.737,17561.074,17935.256,17455.945,16992.594,17125.933,16703.487,17104.494,17119.402,17395.615,16764.179,16361.566,16387.202,16857.953,17427.787,16977.164,17828.592,17769.174,17884.689,17075.477,16729.871,17529.545,17820.590,17344.126,16901.840,17332.678,16772.180,16592.428,16209.963,16683.045,16938.865,17182.156,17686.988,17893.896,17566.245,17400.870,18108.626,19562.866,18321.135,17749.124,17429.617,17819.709,18383.703,18223.608,17894.285,18627.299,18874.033,18346.798,17785.506,17884.723,17401.072,18197.907,18527.407,18356.656,19477.849,18063.997,18786.256,18529.177,19284.170,19097.195,19356.462,19324.699,18110.552,17949.682,18537.621,18988.961,17783.390,17458.392,18020.724,17416.999,17315.814,17082.073,17760.155,19252.576,19384.522,19462.748,20196.421,20108.512,18236.293,18309.222,17899.792,19138.519,18868.111,18677.170,18921.309,18119.765,18931.322,17765.866,17347.198,18119.713,18057.112,18068.874,18467.452,18362.621,18402.951,18589.299,18894.665,17816.723,18458.249,19214.760,18638.080,18226.356,19264.027,18832.301,18214.780,18730.165,19746.258,19256.131,19369.908,19503.622,18619.938,19677.330,19520.094,18994.302,19013.334,18523.463,19169.498,18515.690,19446.293,19705.689,18920.765,17807.600,19189.902,19319.717,18540.908,19054.489,19241.120,20002.913,19708.808,19753.509,19198.826,18784.390,18944.971,18596.601,19436.041,19502.791,19776.767,18929.299,18801.772,19776.603,18709.210,18547.695,19579.684,19065.456,19594.135,18589.879,20602.997,20296.090,21848.905,20049.824,20809.168
147,146,18001.534,17539.092,17949.357,17467.809,16971.603,17061.536,16685.680,17080.796,17120.121,17356.899,16753.088,16295.654,16409.930,16855.044,17405.121,16936.632,17814.425,17732.919,17844.666,17018.250,16694.393,17543.411,17768.151,17267.088,16895.111,17346.319,16772.221,16547.142,16197.816,16643.830,16862.547,17126.560,17596.260,17856.112,17550.772,17389.940,18053.167,19502.739,18256.763,17695.006,17365.820,17745.864,18354.201,18176.484,17845.245,18601.019,18866.012,18288.593,17762.802,17800.164,17350.503,18186.432,18508.436,18313.376,19450.372,18023.684,18751.934,18498.330,19297.068,19053.790,19339.050,19315.089,18087.621,17912.881,18539.007,18947.556,17754.871,17441.458,18011.728,17371.015,17311.676,17063.162,17766.499,19222.211,19372.633,19407.840,20229.224,20068.364,18189.881,18317.884,17877.700,19051.539,18842.171,18649.682,18864.897,18095.522,18933.933,17754.463,17293.476,18091.071,18015.696,18036.783,18411.036,18311.867,18385.701,18541.787,18852.067,17791.689,18449.179,19190.176,18588.120,18213.771,19214.997,18812.035,18170.544,18711.359,19731.322,19260.528,19310.138,19484.391,18625.436,19653.088,19494.450,18984.909,18986.648,18486.597,19156.440,18465.098,19401.536,19677.555,18924.087,17792.309,19158.715,19268.576,18500.432,19038.559,19226.905,19978.072,19699.141,19698.837,19170.261,18788.468,18903.007,18555.002,19387.937,19511.891,19797.595,18924.962,18802.079,19739.764,18689.442,18518.375,19564.084,19038.528,19533.434,18546.829,20561.003,20297.966,21801.317,20010.190,20765.567
148,147,17978.563,17488.048,17918.527,17406.840,16919.680,16989.030,16660.431,17074.805,17095.753,17338.201,16771.823,16230.958,16393.322,16818.733,17362.425,16858.945,17772.364,17711.097,17859.837,16947.718,16646.253,17506.338,17691.695,17218.406,16863.768,17338.040,16720.472,16470.198,16170.531,16604.172,16796.906,17092.286,17542.825,17792.243,17521.477,17362.473,17959.347,19431.139,18218.641,17642.848,17326.202,17691.463,18321.166,18136.715,17810.711,18512.349,18836.082,18232.178,17682.676,17749.749,17304.913,18120.032,18493.694,18274.471,19422.064,17995.535,18716.205,18467.702,19268.822,19033.608,19324.789,19235.763,18044.309,17901.799,18525.964,18943.117,17695.871,17406.625,17971.220,17332.660,17278.754,17053.414,17721.560,19170.662,19358.883,19386.793,20189.583,20024.639,18192.490,18305.332,17850.977,19034.208,18802.246,18603.192,18822.862,18071.359,18924.872,17724.710,17265.200,18084.525,17989.409,18002.707,18410.965,18277.210,18365.298,18514.693,18815.764,17766.304,18429.686,19212.074,18542.903,18184.569,19186.067,18803.933,18169.053,18687.749,19701.093,19229.008,19270.842,19460.271,18625.428,19617.339,19470.094,18970.726,18932.546,18475.934,19130.993,18418.632,19364.249,19650.632,18908.027,17760.852,19123.233,19186.397,18446.582,18980.246,19192.229,19949.276,19672.146,19677.109,19176.648,18715.345,18855.666,18524.368,19358.712,19482.285,19782.812,18888.475,18785.440,19737.926,18659.427,18502.793,19531.205,18998.859,19493.769,18511.396,20547.502,20260.541,21776.286,19982.201,20722.591
149,148,17951.752,17474.093,17884.762,17389.009,16892.169,16919.683,16673.127,17068.383,17088.705,17301.885,16767.375,16214.164,16400.502,16840.634,17277.895,16792.057,17743.134,17676.954,17855.269,16917.809,16613.347,17519.138,17664.105,17191.103,16826.052,17312.518,16689.261,16458.441,16175.587,16599.044,16777.214,17083.408,17515.375,17753.228,17476.016,17325.860,17890.981,19411.621,18192.635,17570.771,17288.711,17655.635,18271.628,18126.903,17784.449,18444.893,18823.899,18169.878,17676.533,17718.412,17276.665,18095.553,18440.721,18245.435,19420.210,17986.163,18700.807,18393.481,19209.099,19017.609,19319.460,19214.154,18030.648,17903.267,18487.660,18912.888,17660.038,17417.487,17967.289,17315.848,17252.122,17000.994,17709.118,19153.677,19327.213,19330.408,20165.894,19973.603,18139.987,18268.000,17790.112,18995.377,18791.161,18581.763,18774.589,18035.754,18927.531,17735.635,17214.105,18040.764,17958.104,17961.896,18383.523,18207.987,18346.975,18499.405,18796.483,17746.750,18412.814,19223.100,18512.820,18159.811,19163.131,18778.553,18141.506,18690.036,19668.006,19233.181,19236.017,19410.594,18620.865,19606.591,19456.299,18937.453,18902.766,18464.060,19163.332,18404.995,19343.598,19640.293,18903.226,17743.210,19120.126,19143.380,18390.864,18929.571,19157.091,19896.481,19627.659,19618.124,19155.581,18677.819,18850.197,18493.312,19296.191,19499.018,19774.263,18872.947,18732.109,19696.306,18651.782,18458.813,19471.197,18963.957,19416.903,18466.417,20526.031,20236.848,21737.079,20025.084,20690.063
150,149,17908.654,17469.554,17895.026,17412.448,16852.518,16874.460,16680.842,17033.683,17084.598,17240.249,16746.743,16188.059,16399.997,16870.924,17245.601,16752.139,17725.502,17650.345,17860.929,16899.734,16603.530,17528.433,17637.176,17169.209,16807.259,17271.617,16646.597,16430.344,16178.599,16615.131,16752.338,17080.843,17441.273,17693.327,17424.474,17293.871,17837.210,19383.202,18152.199,17510.117,17274.613,17614.089,18213.494,18102.067,17749.993,18395.760,18783.583,18144.586,17636.788,17666.778,17271.885,18080.532,18404.493,18237.369,19380.555,17987.051,18688.694,18339.778,19194.905,18998.444,19305.753,19162.177,18029.436,17862.873,18456.002,18902.534,17659.102,17364.275,17954.297,17323.104,17239.105,16994.464,17658.555,19122.933,19302.884,19331.715,20154.885,19933.584,18104.170,18217.171,17753.406,18973.771,18767.522,18510.740,18732.145,18013.546,18886.455,17703.441,17214.803,18031.896,17957.025,17987.561,18367.931,18189.658,18342.890,18468.390,18779.498,17706.396,18378.161,19182.197,18509.257,18104.526,19113.176,18743.793,18143.133,18690.211,19673.492,19210.504,19236.818,19417.296,18575.046,19614.726,19450.629,18918.998,18847.450,18483.895,19150.421,18408.846,19288.442,19579.683,18890.125,17722.097,19086.886,19108.875,18382.514,18908.757,19116.499,19873.006,19596.398,19608.616,19119.533,18635.377,18781.332,18480.840,19271.366,19465.453,19715.116,18836.474,18684.382,19661.702,18637.019,18428.544,19471.549,18902.619,19380.447,18465.255,20501.027,20205.248,21749.318,20003.399,20669.889
151,150,17868.323,17481.014,17924.343,17413.580,16838.854,16873.062,16677.037,17021.072,17091.347,17248.834,16767.975,16143.741,16442.417,16860.768,17217.728,16731.636,17722.741,17643.262,17850.313,16884.472,16563.232,17508.674,17586.906,17159.339,16773.315,17267.425,16656.982,16410.553,16195.918,16608.927,16740.092,17084.448,17362.873,17647.301,17391.685,17259.257,17780.144,19302.379,18130.699,17423.011,17234.562,17552.556,18189.312,18068.929,17743.146,18369.033,18755.537,18107.828,17612.393,17578.169,17230.495,18041.554,18393.238,18237.559,19341.573,17947.422,18664.515,18307.266,19180.115,18956.398,19274.879,19151.734,18000.342,17853.136,18459.028,18919.759,17608.573,17336.306,18003.987,17262.261,17212.209,16972.923,17632.646,19092.674,19292.320,19315.004,20145.838,19903.653,18084.135,18190.423,17713.875,18931.620,18732.348,18507.971,18682.143,17989.777,18895.931,17723.302,17140.697,17989.387,17931.211,17935.518,18354.248,18112.013,18309.726,18417.807,18739.095,17682.859,18330.769,19173.897,18441.367,18089.411,19117.454,18726.852,18106.347,18646.971,19636.498,19209.413,19207.136,19392.757,18589.374,19543.890,19455.971,18876.643,18841.278,18474.443,19136.611,18369.677,19244.555,19581.304,18859.844,17707.763,19060.316,19031.422,18369.117,18906.776,19104.495,19847.202,19583.951,19565.927,19065.233,18613.335,18777.003,18456.486,19247.841,19431.973,19702.739,18797.197,18660.997,19601.308,18624.419,18375.513,19442.314,18841.149,19390.657,18429.393,20509.250,20208.546,21735.510,19994.629,20648.549
